Area,Year,ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Spain,1994,21843,636,31244,12.45
Spain,1994,21843,636,31244,17.67
Spain,1995,14761,636,27852,17.33
Spain,1995,14761,636,27852,12.99
Spain,1995,14761,636,27852,17.66
Spain,1996,30016,636,33236,16.72
Spain,1996,30016,636,33236,11.96
Spain,1996,30016,636,33236,17.01
Spain,1997,22498,636,34023,17.66
Spain,1997,22498,636,34023,13.02
Spain,1997,22498,636,34023,17.81
Spain,1998,28424,636,35070,17.15
Spain,1998,28424,636,35070,12.4
Spain,1998,28424,636,35070,17.46
Spain,1999,20987,636,33614,17.14
Spain,1999,20987,636,33614,12.09
Spain,1999,20987,636,33614,17.43
Spain,2000,30997,636,34597,17.15
Spain,2000,30997,636,34597,12.2
Spain,2000,30997,636,34597,17.47
Spain,2001,23003,636,35700,17.27
Spain,2001,23003,636,35700,12.33
Spain,2001,23003,636,35700,17.84
Spain,2002,28347,636,40727,17.16
Spain,2002,28347,636,40727,12.52
Spain,2002,28347,636,40727,17.51
Spain,2004,32628,636,47445,17.12
Spain,2004,32628,636,47445,12.17
Spain,2004,32628,636,47445,17.41
Spain,2005,17707,636,41017,16.69
Spain,2005,17707,636,41017,12.26
Spain,2005,17707,636,41017,16.97
Spain,2006,28755,636,39767,17.81
Spain,2006,28755,636,39767,13.06
Spain,2006,28755,636,39767,17.97
Spain,2007,35692,636,39286,17.24
Spain,2007,35692,636,39286,11.89
Spain,2007,35692,636,39286,17.41
Spain,2008,32483,636,40719,16.92
Spain,2008,32483,636,40719,11.92
Spain,2008,32483,636,40719,17.21
Spain,2009,27103,636,35199,17.45
Spain,2009,27103,636,35199,12.96
Spain,2009,27103,636,35199,17.61
Spain,2010,30498,636,39043,16.51
Spain,2010,30498,636,39043,12.01
Spain,2010,30498,636,39043,16.83
Spain,2011,34475,636,53549,17.9
Spain,2011,34475,636,53549,13.28
Spain,2011,34475,636,53549,17.98
Spain,2012,23718,636,48668,17.51
Spain,2012,23718,636,48668,12.33
Spain,2012,23718,636,48668,17.65
Spain,2013,36447,636,54197,17
Spain,2013,36447,636,54197,12.68
Spain,2013,36447,636,54197,17.46
Sudan,2012,17297,1712,2469.47,26.42
Sudan,2012,17297,1712,2469.47,29.96
Sudan,2013,19534,1712,2469.47,26.84
Sudan,2013,19534,1712,2469.47,30.65
Sweden,1990,64494,624,2310,8.43
Sweden,1991,58591,624,1841,7.49
Sweden,1992,53249,624,1497,7.94
Sweden,1993,58993,624,1466,6.98
Sweden,1994,53403,624,1962,7.23
Sweden,1995,59441,624,1225,7.17
Sweden,1996,60597,624,1529,6.15
Sweden,1997,59742,624,1534,7.66
Sweden,1998,56494,624,1555,6.89
Sweden,1999,60236,624,1602,8.02
Sweden,2000,59066,624,1721,8.42
Sweden,2001,59412,624,1789,7.48
Sweden,2002,61487,624,2198,7.96
Sweden,2004,59798,624,1353,7.53
Sweden,2005,63334,624,2132,7.72
Sweden,2006,54627,624,2220,8.3
Sweden,2007,62571,624,2157,8.16
Sweden,2008,61087,624,2352,8.49
Sweden,2009,60776,624,1935,7.54
Sweden,2010,53966,624,1982,6.01
Sweden,2011,53786,624,1781,8.18
Sweden,2012,62379,624,1814,7.21
Sweden,2013,57792,624,1620,7.1
Switzerland,1990,56376,1537,2282,8.19
Switzerland,1991,59471,1537,2055.9,7.24
Switzerland,1992,55114,1537,2018.7,7.98
Switzerland,1993,59382,1537,1934.5,7.48
Switzerland,1994,54925,1537,1922.5,8.78
Switzerland,1995,59798,1537,1826.3,7.65
Switzerland,1996,66149,1537,1746.3,6.66
Switzerland,1997,59787,1537,1644.3,7.96
Switzerland,1998,61811,1537,1563.6,7.81
Switzerland,1999,52609,1537,1526.6,7.76
Switzerland,2000,59477,1537,1576.9,8.54
Switzerland,2001,55116,1537,1561.9,7.82
Switzerland,2002,56340,1537,1526.6,8.42
Switzerland,2004,61177,1537,1390.7,7.67
Switzerland,2005,57316,1537,1388.3,7.49
Switzerland,2006,58130,1537,1359.04,8.19
Switzerland,2007,59803,1537,2099.3,8.43
Switzerland,2008,60014,1537,2011.47,7.98
Switzerland,2009,60214,1537,2170.4,8.15
Switzerland,2010,57490,1537,2059.6,7.06
Switzerland,2011,62952,1537,2132.14,8.68
Switzerland,2012,57763,1537,2077.9,7.96
Switzerland,2013,53834,1537,2098.5,7.94
Tajikistan,1992,9073,691,2280,7.9
Tajikistan,1993,8513,691,2280,7.29
Tajikistan,1994,8409,691,714,8.01
Tajikistan,1995,8882,691,54,8.49
Tajikistan,1996,8566,691,826,7.55
Tajikistan,1997,12687,691,751.31,8.69
Tajikistan,1998,11448,691,676.63,8.34
Tajikistan,1999,11486,691,601.94,8.74
Tajikistan,2000,11839,691,527.25,8.78
Tajikistan,2001,13098,691,452.56,9.16
Tajikistan,2002,17898,691,377.88,8.63
Tajikistan,2004,19897,691,228.5,9.24
Tajikistan,2005,19603,691,235.4,8.61
Tajikistan,2006,19967,691,241.9,8.97
Tajikistan,2007,23500,691,247.9,8.69
Tajikistan,2008,19866,691,253.5,8.29
Tajikistan,2009,30343,691,258.1,8.42
Tajikistan,2010,30159,691,262.1,8.98
Tajikistan,2011,23359,691,264.6,8.45
Tajikistan,2012,26758,691,264.6,7.71
Tajikistan,2013,29735,691,264.6,10.1
Thailand,1990,6107,1622,18849,27.96
Thailand,1991,4861,1622,18849,27.85
Thailand,1992,6753,1622,18849,27.55
Thailand,1993,6167,1622,18849,27.58
Thailand,1994,7000,1622,20448,27.76
Thailand,1995,6820,1622,24062,27.68
Thailand,1996,6455,1622,21901,27.37
Thailand,1997,6903,1622,23960,28.01
Thailand,1998,6951,1622,19212,28.44
Thailand,1999,6995,1622,22761,27.34
Thailand,2000,7039,1622,20334,27.52
Thailand,2001,7087,1622,30629.67,27.81
Thailand,2002,7148,1622,40925.33,27.98
Thailand,2004,7642,1622,88548,27.8
Thailand,2005,7816,1622,43831,27.92
Thailand,2006,7963,1622,41220,27.92
Thailand,2007,8108,1622,66858,27.79
Thailand,2008,8256,1622,65423,27.48
Thailand,2009,8473,1622,67933,27.79
Thailand,2010,8756,1622,68986,28.54
Thailand,2011,9085,1622,87191,27.56
Thailand,2012,8696,1622,69921,28.48
Thailand,2013,12500,1622,8136,28.98
Tunisia,1990,12721,207,909,19.34
Tunisia,1991,17006,207,909,18.41
Tunisia,1992,17030,207,909,18.54
Tunisia,1993,13700,207,909,18.9
Tunisia,1994,10694,207,909,19.93
Tunisia,1995,12780,207,909,19.22
Tunisia,1996,16151,207,909,18.88
Tunisia,1997,11061,207,909,19.54
Tunisia,1998,14248,207,868.44,19.19
Tunisia,1999,14184,207,827.87,19.97
Tunisia,2000,11727,207,787.31,19.76
Tunisia,2001,20000,207,746.75,20.04
Tunisia,2002,14144,207,706.18,19.74
Tunisia,2004,16634,207,625.06,19.37
Tunisia,2005,16918,207,584.49,19.12
Tunisia,2006,14941,207,543.93,19.82
Tunisia,2007,18762,207,503.37,19.71
Tunisia,2008,17174,207,462.8,19.76
Tunisia,2009,21038,207,422.24,19.64
Tunisia,2010,18923,207,422.24,19.76
Tunisia,2011,20791,207,422.24,19.53
Tunisia,2012,20203,207,422.24,20.12
Tunisia,2013,14614,207,422.24,20
Turkey,1990,21227,593,29918,19.22
Turkey,1990,21227,593,29918,10.51
Turkey,1990,21227,593,29918,11.91
Turkey,1990,21227,593,29918,14.01
Turkey,1990,21227,593,29918,17.94
Turkey,1991,21288,593,24343,18.94
Turkey,1991,21288,593,24343,10.37
Turkey,1991,21288,593,24343,11.2
Turkey,1991,21288,593,24343,13.21
Turkey,1991,21288,593,24343,17.04
Turkey,1992,20405,593,27110,17.68
Turkey,1992,20405,593,27110,9.06
Turkey,1992,20405,593,27110,10.77
Turkey,1992,20405,593,27110,13.01
Turkey,1992,20405,593,27110,16.91
Turkey,1993,21642,593,28042,18.82
Turkey,1993,21642,593,28042,9.96
Turkey,1993,21642,593,28042,11.45
Turkey,1993,21642,593,28042,13.32
Turkey,1993,21642,593,28042,17.39
Turkey,1994,17975,593,24219,19.76
Turkey,1994,17975,593,24219,11.7
Turkey,1994,17975,593,24219,12.83
Turkey,1994,17975,593,24219,14.88
Turkey,1994,17975,593,24219,18.35
Turkey,1995,19315,593,27328,19.15
Turkey,1995,19315,593,27328,10.93
Turkey,1995,19315,593,27328,12.06
Turkey,1995,19315,593,27328,14.14
Turkey,1995,19315,593,27328,17.64
Turkey,1996,19852,593,30286,19.47
Turkey,1996,19852,593,30286,11.29
Turkey,1996,19852,593,30286,11.92
Turkey,1996,19852,593,30286,13.77
Turkey,1996,19852,593,30286,17.49
Turkey,1997,20174,593,34431,18.65
Turkey,1997,20174,593,34431,10.13
Turkey,1997,20174,593,34431,11.34
Turkey,1997,20174,593,34431,13.16
Turkey,1997,20174,593,34431,17.2
Turkey,1998,22564,593,30162,19.92
Turkey,1998,22564,593,30162,11.72
Turkey,1998,22564,593,30162,12.56
Turkey,1998,22564,593,30162,14.48
Turkey,1998,22564,593,30162,18.08
Turkey,1999,19409,593,33089,20.02
Turkey,1999,19409,593,33089,11.69
Turkey,1999,19409,593,33089,13.02
Turkey,1999,19409,593,33089,15
Turkey,1999,19409,593,33089,18.74
Turkey,2000,22928,593,33471,19.33
Turkey,2000,22928,593,33471,10.39
Turkey,2000,22928,593,33471,12.03
Turkey,2000,22928,593,33471,14.29
Turkey,2000,22928,593,33471,17.97
Turkey,2001,20765,593,25539,20.09
Turkey,2001,20765,593,25539,12.32
Turkey,2001,20765,593,25539,13.16
Turkey,2001,20765,593,25539,15.11
Turkey,2001,20765,593,25539,18.63
Turkey,2002,21006,593,27915,19.54
Turkey,2002,21006,593,27915,10.81
Turkey,2002,21006,593,27915,12.24
Turkey,2002,21006,593,27915,14.51
Turkey,2002,21006,593,27915,18.18
Turkey,2004,22658,593,28831,19.48
Turkey,2004,22658,593,28831,10.99
Turkey,2004,22658,593,28831,12.26
Turkey,2004,22658,593,28831,14.23
Turkey,2004,22658,593,28831,17.97
Turkey,2005,23309,593,40332,19.44
Turkey,2005,23309,593,40332,11.24
Turkey,2005,23309,593,40332,12.2
Turkey,2005,23309,593,40332,14.23
Turkey,2005,23309,593,40332,17.78
Turkey,2006,23595,593,27421,19.44
Turkey,2006,23595,593,27421,11.12
Turkey,2006,23595,593,27421,11.96
Turkey,2006,23595,593,27421,14.11
Turkey,2006,23595,593,27421,17.71
Turkey,2007,21675,593,48715.51,19.82
Turkey,2007,21675,593,48715.51,11.87
Turkey,2007,21675,593,48715.51,12.91
Turkey,2007,21675,593,48715.51,14.98
Turkey,2007,21675,593,48715.51,18.6
Turkey,2008,23451,593,37640.2,19.92
Turkey,2008,23451,593,37640.2,11.33
Turkey,2008,23451,593,37640.2,12.7
Turkey,2008,23451,593,37640.2,14.91
Turkey,2008,23451,593,37640.2,18.47
Turkey,2009,25667,593,37651.15,19.94
Turkey,2009,25667,593,37651.15,11.63
Turkey,2009,25667,593,37651.15,12.75
Turkey,2009,25667,593,37651.15,14.95
Turkey,2009,25667,593,37651.15,18.41
Turkey,2010,24400,593,38554.69,21.02
Turkey,2010,24400,593,38554.69,13.27
Turkey,2010,24400,593,38554.69,13.8
Turkey,2010,24400,593,38554.69,15.6
Turkey,2010,24400,593,38554.69,19.27
Turkey,2011,27038,593,39534.43,19.36
Turkey,2011,27038,593,39534.43,10.39
Turkey,2011,27038,593,39534.43,11.6
Turkey,2011,27038,593,39534.43,13.65
Turkey,2011,27038,593,39534.43,17.6
Turkey,2012,26723,593,42610.59,19.92
Turkey,2012,26723,593,42610.59,11.45
Turkey,2012,26723,593,42610.59,12.71
Turkey,2012,26723,593,42610.59,14.97
Turkey,2012,26723,593,42610.59,18.54
Turkey,2013,28451,593,39440,20.22
Turkey,2013,28451,593,39440,13.27
Turkey,2013,28451,593,39440,14.07
Turkey,2013,28451,593,39440,16.02
Turkey,2013,28451,593,39440,19.21
Uganda,1990,20000,1180,72,23.36
Uganda,1991,18000,1180,72,23.3
Uganda,1992,17600,1180,72,23.46
Uganda,1993,18000,1180,71,23.62
Uganda,1994,18000,1180,59,23.6
Uganda,1995,18000,1180,88,23.72
Uganda,1996,18000,1180,88,23.49
Uganda,1997,18000,1180,88,24.04
Uganda,1998,18000,1180,88,23.97
Uganda,1999,18333,1180,88,23.52
Uganda,2000,17143,1180,88,23.75
Uganda,2001,17500,1180,88,23.47
Uganda,2002,17500,1180,88,23.99
Uganda,2004,16667,1180,88,24.02
Uganda,2005,16667,1180,88,24.29
Uganda,2006,18000,1180,88,23.95
Uganda,2007,17273,1180,88,23.68
Uganda,2008,17273,1180,88,23.68
Uganda,2009,16667,1180,88,24.18
Uganda,2010,16667,1180,88,24.14
Uganda,2011,17692,1180,88,23.89
Uganda,2012,14286,1180,88,24.03
Uganda,2013,14286,1180,88,24.13
Ukraine,1992,30926,565,66772,8.07
Ukraine,1993,37980,565,61843.46,6.89
Ukraine,1994,30745,565,56914.93,7.98
Ukraine,1995,29699,565,51986.39,8.26
Ukraine,1996,22993,565,47057.85,7
Ukraine,1997,28277,565,42129.32,7.21
Ukraine,1998,26479,565,37200.78,7.74
Ukraine,1999,22903,565,32272.25,8.97
Ukraine,2000,19756,565,27343.71,8.82
Ukraine,2001,31020,565,22415.17,8.42
Ukraine,2002,30455,565,17486.64,8.87
Ukraine,2004,31661,565,15344.4,8.32
Ukraine,2005,28457,565,23021.7,8.39
Ukraine,2006,25308,565,28832.6,7.88
Ukraine,2007,23420,565,36476,9.46
Ukraine,2008,36698,565,54080.5,9.24
Ukraine,2009,30930,565,36444.7,8.82
Ukraine,2010,26816,565,62534.6,8.97
Ukraine,2011,33533,565,79491.7,8.48
Ukraine,2012,27999,565,90814.8,8.56
Ukraine,2013,33931,565,86781.8,10.33
United Kingdom,1990,69712,1220,29517,9.56
United Kingdom,1990,69712,1220,29517,10.4
United Kingdom,1990,69712,1220,29517,10.4
United Kingdom,1990,69712,1220,29517,8.68
United Kingdom,1990,69712,1220,29517,10.94
United Kingdom,1991,72519,1220,29022,9.11
United Kingdom,1991,72519,1220,29022,9.24
United Kingdom,1991,72519,1220,29022,9.24
United Kingdom,1991,72519,1220,29022,7.99
United Kingdom,1991,72519,1220,29022,9.67
United Kingdom,1992,68194,1220,31077,9.11
United Kingdom,1992,68194,1220,31077,9.54
United Kingdom,1992,68194,1220,31077,9.54
United Kingdom,1992,68194,1220,31077,8.05
United Kingdom,1992,68194,1220,31077,10.15
United Kingdom,1993,73282,1220,32387,8.75
United Kingdom,1993,73282,1220,32387,9.14
United Kingdom,1993,73282,1220,32387,9.14
United Kingdom,1993,73282,1220,32387,7.59
United Kingdom,1993,73282,1220,32387,9.69
United Kingdom,1994,73520,1220,33929,9.01
United Kingdom,1994,73520,1220,33929,9.86
United Kingdom,1994,73520,1220,33929,9.86
United Kingdom,1994,73520,1220,33929,8.07
United Kingdom,1994,73520,1220,33929,10.48
United Kingdom,1995,76992,1220,33743,9.52
United Kingdom,1995,76992,1220,33743,10.17
United Kingdom,1995,76992,1220,33743,10.17
United Kingdom,1995,76992,1220,33743,8.49
United Kingdom,1995,76992,1220,33743,10.55
United Kingdom,1996,81315,1220,35579,8.8
United Kingdom,1996,81315,1220,35579,8.87
United Kingdom,1996,81315,1220,35579,8.87
United Kingdom,1996,81315,1220,35579,7.71
United Kingdom,1996,81315,1220,35579,9.27
United Kingdom,1997,73776,1220,35490,9.94
United Kingdom,1997,73776,1220,35490,10.17
United Kingdom,1997,73776,1220,35490,10.17
United Kingdom,1997,73776,1220,35490,8.87
United Kingdom,1997,73776,1220,35490,10.64
United Kingdom,1998,75542,1220,35422,9.59
United Kingdom,1998,75542,1220,35422,10
United Kingdom,1998,75542,1220,35422,10
United Kingdom,1998,75542,1220,35422,8.56
United Kingdom,1998,75542,1220,35422,10.4
United Kingdom,1999,80495,1220,35537,9.67
United Kingdom,1999,80495,1220,35537,10.3
United Kingdom,1999,80495,1220,35537,10.3
United Kingdom,1999,80495,1220,35537,8.74
United Kingdom,1999,80495,1220,35537,10.86
United Kingdom,2000,80075,1220,33031.28,9.47
United Kingdom,2000,80075,1220,33031.28,9.97
United Kingdom,2000,80075,1220,33031.28,9.97
United Kingdom,2000,80075,1220,33031.28,8.48
United Kingdom,2000,80075,1220,33031.28,10.52
United Kingdom,2001,70827,1220,32893.1,9.25
United Kingdom,2001,70827,1220,32893.1,9.69
United Kingdom,2001,70827,1220,32893.1,9.69
United Kingdom,2001,70827,1220,32893.1,8.15
United Kingdom,2001,70827,1220,32893.1,10.18
United Kingdom,2002,80028,1220,30995.26,9.78
United Kingdom,2002,80028,1220,30995.26,10.28
United Kingdom,2002,80028,1220,30995.26,10.28
United Kingdom,2002,80028,1220,30995.26,8.76
United Kingdom,2002,80028,1220,30995.26,10.91
United Kingdom,2004,77754,1220,31223.91,9.86
United Kingdom,2004,77754,1220,31223.91,10.27
United Kingdom,2004,77754,1220,31223.91,10.27
United Kingdom,2004,77754,1220,31223.91,8.92
United Kingdom,2004,77754,1220,31223.91,10.77
United Kingdom,2005,79609,1220,31415.27,9.9
United Kingdom,2005,79609,1220,31415.27,10.24
United Kingdom,2005,79609,1220,31415.27,10.24
United Kingdom,2005,79609,1220,31415.27,8.85
United Kingdom,2005,79609,1220,31415.27,10.63
United Kingdom,2006,80361,1220,22588.09,10.02
United Kingdom,2006,80361,1220,22588.09,10.58
United Kingdom,2006,80361,1220,22588.09,10.58
United Kingdom,2006,80361,1220,22588.09,9.1
United Kingdom,2006,80361,1220,22588.09,11.1
United Kingdom,2007,72244,1220,22331.7,10.11
United Kingdom,2007,72244,1220,22331.7,10.37
United Kingdom,2007,72244,1220,22331.7,10.37
United Kingdom,2007,72244,1220,22331.7,8.94
United Kingdom,2007,72244,1220,22331.7,10.83
United Kingdom,2008,82814,1220,21596.68,9.48
United Kingdom,2008,82814,1220,21596.68,9.82
United Kingdom,2008,82814,1220,21596.68,9.82
United Kingdom,2008,82814,1220,21596.68,8.42
United Kingdom,2008,82814,1220,21596.68,10.38
United Kingdom,2009,79284,1220,21324.22,9.59
United Kingdom,2009,79284,1220,21324.22,9.9
United Kingdom,2009,79284,1220,21324.22,9.9
United Kingdom,2009,79284,1220,21324.22,8.64
United Kingdom,2009,79284,1220,21324.22,10.52
United Kingdom,2010,76746,1220,16770.87,8.4
United Kingdom,2010,76746,1220,16770.87,8.8
United Kingdom,2010,76746,1220,16770.87,8.8
United Kingdom,2010,76746,1220,16770.87,7.43
United Kingdom,2010,76746,1220,16770.87,9.38
United Kingdom,2011,77471,1220,16401.66,9.82
United Kingdom,2011,77471,1220,16401.66,10.63
United Kingdom,2011,77471,1220,16401.66,10.63
United Kingdom,2011,77471,1220,16401.66,8.95
United Kingdom,2011,77471,1220,16401.66,11.19
United Kingdom,2012,66571,1220,17718.64,9.27
United Kingdom,2012,66571,1220,17718.64,9.55
United Kingdom,2012,66571,1220,17718.64,9.55
United Kingdom,2012,66571,1220,17718.64,8.08
United Kingdom,2012,66571,1220,17718.64,10
United Kingdom,2013,73838,1220,17673.46,8.76
United Kingdom,2013,73838,1220,17673.46,9.57
United Kingdom,2013,73838,1220,17673.46,9.57
United Kingdom,2013,73838,1220,17673.46,8.39
United Kingdom,2013,73838,1220,17673.46,9.91
Uruguay,1990,18510,1300,1762.01,16.91
Uruguay,1991,16135,1300,1762.01,16.95
Uruguay,1992,23035,1300,2072.03,16.7
Uruguay,1993,16018,1300,1634.02,16.81
Uruguay,1994,25653,1300,2272.08,17.17
Uruguay,1995,23359,1300,2413.02,16.66
Uruguay,1996,25957,1300,3444.01,17.03
Uruguay,1997,19843,1300,3362.05,17.46
Uruguay,1998,28929,1300,4239.03,16.77
Uruguay,1999,19537,1300,3925.03,16.62
Uruguay,2000,25344,1300,3650.08,16.95
Uruguay,2001,11488,1300,4433.04,17.61
Uruguay,2002,15011,1300,5184.5,17.06
Uruguay,2004,29704,1300,9017.73,17.22
Uruguay,2005,29583,1300,9232.47,17.13
Uruguay,2006,31603,1300,9143.45,17.13
Uruguay,2007,28420,1300,14057.2,16.53
Uruguay,2008,28560,1300,13335.22,17.43
Uruguay,2009,33583,1300,13475.41,16.96
Uruguay,2010,32196,1300,14981.18,17.11
Uruguay,2011,33979,1300,17517.76,16.9
Uruguay,2012,21822,1300,23506.4,17.53
Uruguay,2013,33177,1300,19028.6,15.92
Zambia,1990,43938,1020,1080,21.43
Zambia,1991,43841,1020,1080,20.84
Zambia,1992,41004,1020,1080,21.85
Zambia,1993,50737,1020,1080,21
Zambia,1994,52692,1020,1080,21.2
Zambia,1995,48705,1020,716,21.86
Zambia,1996,55771,1020,1670,21.19
Zambia,1997,66221,1020,1670,20.9
Zambia,1998,56681,1020,1670,21.32
Zambia,1999,69777,1020,1670,20.53
Zambia,2000,62102,1020,1670,20.66
Zambia,2001,66667,1020,1670,20.9
Zambia,2002,62500,1020,1670,21.55
Zambia,2004,61181,1020,1670,20.79
Zambia,2005,62104,1020,1670,21.97
Zambia,2006,54946,1020,1670,21.05
Zambia,2007,61511,1020,1670,20.87
Zambia,2008,99387,1020,1670,20.66
Zambia,2009,56991,1020,1670,20.76
Zambia,2010,63118,1020,1670,21.34
Zambia,2011,63068,1020,1670,20.88
Zambia,2012,68135,1020,1670,20.8
Zambia,2013,65435,1020,1670,20.14
Zimbabwe,1990,58211,657,5727,21.19
Zimbabwe,1991,58912,657,6753,20.95
Zimbabwe,1992,50893,657,3303,21.93
Zimbabwe,1993,57708,657,1716,20.88
Zimbabwe,1994,54649,657,1664,20.64
Zimbabwe,1995,50360,657,2599,21.57
Zimbabwe,1996,54999,657,2538,20.7
Zimbabwe,1997,56000,657,2762,20.63
Zimbabwe,1998,55000,657,2883,21.3
Zimbabwe,1999,55000,657,2918.18,20.44
Zimbabwe,2000,54000,657,2953.36,20.28
Zimbabwe,2001,53000,657,2988.54,20.86
Zimbabwe,2002,50000,657,3023.72,21.08
Zimbabwe,2004,35000,657,3094.08,20.31
Zimbabwe,2005,35000,657,3129.26,21.49
Zimbabwe,2006,36000,657,3164.45,20.7
Zimbabwe,2007,29998,657,3199.63,20.75
Zimbabwe,2008,30097,657,3234.81,20.68
Zimbabwe,2009,30000,657,3269.99,20.52
Zimbabwe,2010,27681,657,3305.17,21.17
Zimbabwe,2011,26274,657,3340.35,20.78
Zimbabwe,2012,24420,657,3375.53,20.52
Zimbabwe,2013,22888,657,2550.07,19.76
