hotel,week_no,no_of_days,adults,reserved_room_type,daily_rate
Resort Hotel,79,14,2,E,119.7
Resort Hotel,79,14,2,D,104.55
Resort Hotel,80,7,3,D,115.2
Resort Hotel,80,7,2,F,214.87
Resort Hotel,79,14,2,A,90.1
Resort Hotel,81,1,2,D,164
Resort Hotel,81,6,2,A,146.67
Resort Hotel,80,7,2,A,136.2
Resort Hotel,81,2,2,A,171
Resort Hotel,79,14,2,A,73.86
Resort Hotel,81,2,2,D,122.7
Resort Hotel,81,2,2,D,110.7
Resort Hotel,80,10,2,D,106.55
Resort Hotel,81,4,2,A,171.5
Resort Hotel,81,4,1,A,162
Resort Hotel,81,7,2,D,106.55
Resort Hotel,81,3,2,D,181.33
Resort Hotel,81,3,2,A,217
Resort Hotel,81,2,2,A,186
Resort Hotel,81,2,2,A,174
Resort Hotel,81,3,2,F,158.86
Resort Hotel,81,2,2,D,176
Resort Hotel,81,5,1,A,140
Resort Hotel,81,5,1,A,140
Resort Hotel,81,2,2,A,160
Resort Hotel,80,14,2,D,104.55
Resort Hotel,80,14,2,D,104.55
Resort Hotel,81,2,1,A,147.6
Resort Hotel,81,2,2,D,176
Resort Hotel,81,4,2,C,213.75
Resort Hotel,80,8,2,A,142.2
Resort Hotel,80,9,2,D,162.22
Resort Hotel,80,8,2,C,163.65
Resort Hotel,81,1,2,A,145
Resort Hotel,81,1,2,A,149
Resort Hotel,81,1,2,A,152.8
Resort Hotel,81,2,3,H,249.5
Resort Hotel,81,1,2,A,166.5
Resort Hotel,81,1,2,A,157
Resort Hotel,81,2,2,A,172
Resort Hotel,81,2,2,D,143.2
Resort Hotel,80,8,2,G,177.25
Resort Hotel,81,3,2,H,244
Resort Hotel,82,1,2,A,187
Resort Hotel,81,7,2,D,106.26
Resort Hotel,80,8,2,A,142.2
Resort Hotel,81,2,2,G,219
Resort Hotel,82,1,2,D,169
Resort Hotel,80,12,2,D,160
Resort Hotel,81,7,2,E,95.86
Resort Hotel,81,6,2,A,90
Resort Hotel,81,4,2,C,186.5
Resort Hotel,80,10,2,D,176
Resort Hotel,81,3,3,A,158.2
Resort Hotel,81,3,2,A,164
Resort Hotel,80,9,2,F,174
Resort Hotel,81,8,2,E,131.6
Resort Hotel,81,7,3,A,240.86
Resort Hotel,81,7,2,D,206.36
Resort Hotel,81,8,2,E,131.6
Resort Hotel,81,8,2,E,131.6
Resort Hotel,81,4,3,A,204
Resort Hotel,81,7,3,A,135.64
Resort Hotel,81,5,2,C,186.5
Resort Hotel,81,4,2,D,191
Resort Hotel,81,7,2,C,263.57
Resort Hotel,81,3,2,D,194
Resort Hotel,81,2,2,A,156
Resort Hotel,81,5,2,A,165.8
Resort Hotel,80,10,2,A,149.2
Resort Hotel,81,3,2,D,176
Resort Hotel,81,2,2,D,156
Resort Hotel,81,4,2,C,262.5
Resort Hotel,82,1,2,A,115
Resort Hotel,81,4,2,E,125.25
Resort Hotel,82,1,2,A,115
Resort Hotel,81,2,2,E,239
Resort Hotel,82,6,2,E,217.67
Resort Hotel,80,14,2,A,90.1
Resort Hotel,80,14,2,A,91.96
Resort Hotel,81,7,2,A,164.71
Resort Hotel,81,5,3,F,224.4
Resort Hotel,80,10,2,D,124.22
Resort Hotel,80,14,2,A,90.1
Resort Hotel,80,10,2,A,112.2
Resort Hotel,81,7,2,D,81.6
Resort Hotel,81,7,2,D,81.6
Resort Hotel,81,7,1,D,81.6
Resort Hotel,81,7,1,D,81.6
Resort Hotel,81,4,2,A,135.91
Resort Hotel,81,8,2,A,213.7
Resort Hotel,81,8,2,A,116.5
Resort Hotel,81,3,2,A,157.2
Resort Hotel,81,7,2,A,76.22
Resort Hotel,81,7,2,A,104.4
Resort Hotel,81,8,2,G,287.5
Resort Hotel,82,2,2,G,271
Resort Hotel,81,3,2,A,145.67
Resort Hotel,81,6,2,D,231
Resort Hotel,80,14,2,G,170.93
Resort Hotel,81,5,2,F,182.6
Resort Hotel,81,3,2,A,134.75
Resort Hotel,81,3,2,A,120.03
Resort Hotel,82,2,2,G,271
Resort Hotel,82,1,3,H,210
Resort Hotel,81,4,2,D,193.5
Resort Hotel,82,1,2,A,191
Resort Hotel,81,7,2,A,162
Resort Hotel,78,28,2,A,124.2
Resort Hotel,81,7,2,A,74.06
Resort Hotel,81,7,2,A,75.77
Resort Hotel,81,7,2,A,74.06
Resort Hotel,80,14,2,A,114.2
Resort Hotel,130,14,2,D,151.5
Resort Hotel,81,4,2,A,160
Resort Hotel,81,4,2,A,174
Resort Hotel,81,3,2,A,191
Resort Hotel,81,9,2,A,102.9
Resort Hotel,81,9,3,A,159.34
Resort Hotel,81,7,2,E,137.75
Resort Hotel,82,1,1,A,95.2
Resort Hotel,82,1,1,A,95.2
Resort Hotel,81,5,2,G,296
Resort Hotel,82,1,1,A,119
Resort Hotel,82,1,1,A,119
Resort Hotel,82,2,2,D,167.21
Resort Hotel,81,5,2,A,177
Resort Hotel,82,2,2,A,191
Resort Hotel,82,1,1,A,109
Resort Hotel,82,1,1,A,109
Resort Hotel,82,2,2,A,191
Resort Hotel,82,3,3,A,217.08
Resort Hotel,82,2,2,A,149
Resort Hotel,81,5,2,A,175
Resort Hotel,81,9,2,D,112.7
Resort Hotel,81,4,2,A,186
Resort Hotel,81,4,2,A,172
Resort Hotel,82,3,2,A,172
Resort Hotel,82,3,2,A,172
Resort Hotel,82,3,2,A,172
Resort Hotel,81,11,2,D,128.65
Resort Hotel,80,14,2,A,103.2
Resort Hotel,81,7,3,A,154.79
Resort Hotel,81,11,2,D,157.27
Resort Hotel,81,11,2,D,104.55
Resort Hotel,132,9,2,A,106.85
Resort Hotel,81,11,2,D,106.55
Resort Hotel,132,9,2,A,104.85
Resort Hotel,81,9,2,F,219.1
Resort Hotel,82,3,2,G,271
Resort Hotel,82,4,2,A,193
Resort Hotel,81,6,2,F,206.17
Resort Hotel,81,11,2,D,136.73
Resort Hotel,81,5,2,A,179
Resort Hotel,81,9,2,A,76.8
Resort Hotel,82,2,2,A,179
Resort Hotel,82,3,2,D,203.33
Resort Hotel,81,7,2,C,227
Resort Hotel,82,4,2,D,117.2
Resort Hotel,81,7,2,E,144.9
Resort Hotel,82,1,2,G,189
Resort Hotel,81,5,2,A,203
Resort Hotel,82,4,2,A,102.8
Resort Hotel,81,7,2,F,208.34
Resort Hotel,82,4,2,A,183.5
Resort Hotel,81,12,2,D,103.11
Resort Hotel,82,4,2,E,224.5
Resort Hotel,82,4,2,A,189.5
Resort Hotel,82,4,2,D,192
Resort Hotel,82,1,2,A,179
Resort Hotel,82,1,2,D,139
Resort Hotel,82,1,2,F,149
Resort Hotel,82,4,2,D,160
Resort Hotel,81,7,2,E,151.4
Resort Hotel,82,4,2,A,150
Resort Hotel,82,4,2,A,144
Resort Hotel,82,4,2,C,196.5
Resort Hotel,82,3,2,G,249
Resort Hotel,82,4,2,A,176
Resort Hotel,81,6,2,A,174
Resort Hotel,82,1,2,D,149
Resort Hotel,100,1,2,A,54
Resort Hotel,82,4,2,A,102.8
Resort Hotel,82,4,2,A,102.8
Resort Hotel,81,12,2,D,106.55
Resort Hotel,82,1,2,D,149
Resort Hotel,82,4,2,C,198.5
Resort Hotel,82,1,2,D,149
Resort Hotel,81,7,2,E,194.29
Resort Hotel,82,1,2,E,230
Resort Hotel,82,2,2,A,160
Resort Hotel,82,4,2,C,232
Resort Hotel,133,4,1,D,231.88
Resort Hotel,81,11,2,A,90.1
Resort Hotel,80,14,2,A,112.2
Resort Hotel,82,3,2,A,160
Resort Hotel,82,4,2,A,175.5
Resort Hotel,81,10,2,D,181
Resort Hotel,82,1,2,A,131
Resort Hotel,82,6,3,A,295
Resort Hotel,82,6,2,A,243
Resort Hotel,82,5,2,A,191
Resort Hotel,82,5,2,A,191
Resort Hotel,82,5,3,A,190
Resort Hotel,82,4,2,A,172
Resort Hotel,82,1,2,C,205.5
Resort Hotel,82,6,2,E,174.92
Resort Hotel,81,7,2,D,112.7
Resort Hotel,81,7,2,D,110.7
Resort Hotel,81,7,2,D,104.55
Resort Hotel,82,5,2,D,167.2
Resort Hotel,82,1,2,E,149
Resort Hotel,82,4,2,C,205.5
Resort Hotel,82,5,2,D,102.8
Resort Hotel,81,9,2,E,141.05
Resort Hotel,82,5,3,A,182.1
Resort Hotel,103,1,2,E,50
Resort Hotel,122,1,1,D,85
Resort Hotel,132,1,2,E,119.7
Resort Hotel,133,5,1,A,158
Resort Hotel,82,3,2,D,194
Resort Hotel,82,1,2,A,166
Resort Hotel,81,7,3,E,161.6
Resort Hotel,81,10,3,H,203.4
Resort Hotel,82,6,2,D,204
Resort Hotel,81,7,1,A,90.1
Resort Hotel,82,5,2,D,203.5
Resort Hotel,81,7,2,E,145.1
Resort Hotel,82,4,2,A,150
Resort Hotel,81,7,2,A,108
Resort Hotel,82,5,2,D,182
Resort Hotel,81,7,2,A,160.43
Resort Hotel,81,7,2,A,142
Resort Hotel,89,3,2,A,77.03
Resort Hotel,89,3,2,A,75.03
Resort Hotel,82,1,2,A,143
Resort Hotel,82,7,2,D,138.6
Resort Hotel,133,7,2,A,135.9
Resort Hotel,82,3,2,E,187.57
Resort Hotel,82,7,2,E,197
Resort Hotel,82,5,2,A,170.2
Resort Hotel,82,3,2,D,182
Resort Hotel,82,7,2,A,112.57
Resort Hotel,81,10,2,D,106.55
Resort Hotel,82,7,2,A,160
Resort Hotel,82,6,2,D,224
Resort Hotel,82,7,2,F,203.86
Resort Hotel,82,7,2,D,128.57
Resort Hotel,82,7,3,H,210
Resort Hotel,82,7,2,D,130.55
Resort Hotel,81,14,2,E,136.8
Resort Hotel,82,7,2,E,207
Resort Hotel,82,5,2,A,181.18
Resort Hotel,82,4,2,A,139
Resort Hotel,82,7,2,A,210.71
Resort Hotel,82,3,2,A,151.2
Resort Hotel,82,3,2,E,173.67
Resort Hotel,82,4,2,A,102.8
Resort Hotel,82,6,2,A,110.79
Resort Hotel,82,4,2,A,102.8
Resort Hotel,82,7,2,A,160
Resort Hotel,82,3,2,A,194.33
Resort Hotel,82,3,2,E,219
Resort Hotel,81,10,2,D,104.55
Resort Hotel,82,2,2,A,194
Resort Hotel,82,4,3,D,257
Resort Hotel,82,7,3,F,276.6
Resort Hotel,82,1,2,A,138
Resort Hotel,82,1,2,A,126
Resort Hotel,81,8,2,D,224
Resort Hotel,81,8,1,D,140.8
Resort Hotel,82,4,2,A,198.5
Resort Hotel,82,7,2,D,142.86
Resort Hotel,82,2,2,D,127.2
Resort Hotel,82,7,2,A,102.41
Resort Hotel,82,8,3,A,202
Resort Hotel,82,7,2,D,106.55
Resort Hotel,82,3,2,A,157.87
Resort Hotel,82,7,2,D,154
Resort Hotel,82,7,2,D,154
Resort Hotel,82,6,2,E,193.67
Resort Hotel,82,6,1,E,203.67
Resort Hotel,82,5,2,E,179.2
Resort Hotel,82,3,4,D,252.6
Resort Hotel,82,3,4,D,252.6
Resort Hotel,82,2,2,A,184
Resort Hotel,82,3,2,A,160
Resort Hotel,82,7,2,E,180.34
Resort Hotel,82,3,2,A,172
Resort Hotel,82,5,2,D,180
Resort Hotel,82,7,2,A,159.5
Resort Hotel,82,2,2,E,194.5
Resort Hotel,81,10,2,A,138.01
Resort Hotel,82,3,2,E,121
Resort Hotel,82,5,2,A,144.8
Resort Hotel,82,3,2,D,122.4
Resort Hotel,83,7,3,C,205.7
Resort Hotel,91,14,2,D,110.8
Resort Hotel,82,2,3,A,185
Resort Hotel,82,4,2,G,271
Resort Hotel,82,5,2,D,160
Resort Hotel,82,5,1,A,102.8
Resort Hotel,82,5,2,C,133.2
Resort Hotel,81,14,2,E,130.82
Resort Hotel,82,4,2,A,207.5
Resort Hotel,82,4,2,G,259
Resort Hotel,82,5,2,E,188.1
Resort Hotel,82,7,2,A,155.11
Resort Hotel,82,7,2,A,126.8
Resort Hotel,82,6,2,D,138.6
Resort Hotel,96,7,2,A,51.29
Resort Hotel,83,3,2,D,138.25
Resort Hotel,83,3,2,D,10
Resort Hotel,134,4,2,D,142.94
Resort Hotel,95,7,2,D,57
Resort Hotel,82,7,2,E,209
Resort Hotel,82,5,2,D,192
Resort Hotel,82,7,3,A,123.64
Resort Hotel,83,2,2,E,253
Resort Hotel,83,2,2,E,241
Resort Hotel,82,3,2,A,172
Resort Hotel,82,7,3,H,278
Resort Hotel,81,10,3,E,139.52
Resort Hotel,82,4,2,A,160
Resort Hotel,82,7,2,A,97.76
Resort Hotel,82,3,2,A,189
Resort Hotel,81,12,3,D,135.5
Resort Hotel,81,14,2,D,104.81
Resort Hotel,83,2,2,E,223
Resort Hotel,82,9,2,F,281
Resort Hotel,82,7,2,F,216.5
Resort Hotel,83,2,2,E,209
Resort Hotel,82,7,2,A,152.2
Resort Hotel,81,10,2,D,117.2
Resort Hotel,82,6,2,A,121.77
Resort Hotel,82,5,2,C,217
Resort Hotel,82,7,2,A,162
Resort Hotel,83,3,2,D,164
Resort Hotel,82,5,2,A,123.2
Resort Hotel,82,10,2,F,235
Resort Hotel,83,3,2,D,206
Resort Hotel,82,7,3,A,142.64
Resort Hotel,82,7,2,A,119.85
Resort Hotel,133,12,2,E,196.7
Resort Hotel,83,1,1,A,118
Resort Hotel,83,1,1,A,118
Resort Hotel,83,2,2,E,231
Resort Hotel,82,6,2,D,226
Resort Hotel,83,1,1,A,118
Resort Hotel,82,7,2,A,100.8
Resort Hotel,82,4,3,A,115
Resort Hotel,83,1,2,D,176
Resort Hotel,82,9,2,A,165.56
Resort Hotel,82,7,2,A,158.2
Resort Hotel,83,1,3,E,241
Resort Hotel,82,7,2,A,94.63
Resort Hotel,83,3,2,A,172
Resort Hotel,83,1,2,E,195
Resort Hotel,82,4,3,A,127
Resort Hotel,82,10,2,E,212
Resort Hotel,82,7,2,F,194.49
Resort Hotel,82,5,2,E,128
Resort Hotel,82,7,2,A,112.2
Resort Hotel,82,7,2,A,92.1
Resort Hotel,82,7,2,G,240
Resort Hotel,82,7,2,D,106.55
Resort Hotel,82,5,2,A,172
Resort Hotel,82,5,2,A,151.37
Resort Hotel,83,4,2,E,155.64
Resort Hotel,82,5,2,D,140
Resort Hotel,82,5,3,D,158
Resort Hotel,82,9,2,A,160
Resort Hotel,83,3,2,A,126.2
Resort Hotel,83,3,3,A,171.18
Resort Hotel,83,3,4,A,208
Resort Hotel,83,4,2,D,117.2
Resort Hotel,83,4,2,D,149.38
Resort Hotel,83,2,2,F,157.85
Resort Hotel,83,3,2,D,173.25
Resort Hotel,82,10,3,D,142.94
Resort Hotel,83,4,2,A,102.8
Resort Hotel,82,7,2,G,146.3
Resort Hotel,83,4,2,A,103.5
Resort Hotel,83,4,2,A,159.75
Resort Hotel,83,2,2,G,249
Resort Hotel,83,4,2,A,159.75
Resort Hotel,82,7,2,A,136.29
Resort Hotel,83,3,2,A,214.33
Resort Hotel,82,10,3,D,239
Resort Hotel,82,7,2,G,215
Resort Hotel,82,7,2,C,184.5
Resort Hotel,82,7,2,E,143.05
Resort Hotel,82,10,2,F,210.42
Resort Hotel,82,6,3,F,318
Resort Hotel,83,4,2,A,209
Resort Hotel,83,5,2,D,192
Resort Hotel,83,1,2,A,179
Resort Hotel,83,1,2,A,179
Resort Hotel,83,3,2,D,115.2
Resort Hotel,83,3,2,D,115.2
Resort Hotel,83,4,2,C,202.51
Resort Hotel,83,1,2,D,156.4
Resort Hotel,126,2,1,D,130
Resort Hotel,82,7,3,D,213.55
Resort Hotel,82,6,3,A,202
Resort Hotel,83,2,2,A,179
Resort Hotel,82,7,2,A,134.86
Resort Hotel,83,5,2,C,155.6
Resort Hotel,83,3,3,H,276
Resort Hotel,82,6,2,D,194
Resort Hotel,83,1,2,G,259
Resort Hotel,82,7,3,A,190
Resort Hotel,83,1,3,E,229
Resort Hotel,82,6,2,E,242
Resort Hotel,82,11,2,D,194.73
Resort Hotel,81,14,2,F,153
Resort Hotel,82,7,2,D,156.6
Resort Hotel,82,7,1,D,160.68
Resort Hotel,82,7,2,D,156.6
Resort Hotel,82,7,2,E,182.75
Resort Hotel,83,5,2,A,146
Resort Hotel,82,7,3,H,210
Resort Hotel,83,5,2,D,206
Resort Hotel,82,7,2,A,151.5
Resort Hotel,83,4,2,G,212
Resort Hotel,83,3,2,F,231
Resort Hotel,83,1,2,A,179
Resort Hotel,82,7,2,C,205
Resort Hotel,82,7,3,C,222
Resort Hotel,82,7,2,A,161.5
Resort Hotel,83,6,2,A,126.8
Resort Hotel,83,6,2,A,126.8
Resort Hotel,83,6,2,A,138.8
Resort Hotel,83,6,2,A,126.8
Resort Hotel,83,6,2,A,126.8
Resort Hotel,81,14,2,G,200
Resort Hotel,81,14,2,D,135
Resort Hotel,82,7,2,A,166.5
Resort Hotel,83,5,2,F,308.4
Resort Hotel,82,7,3,C,222
Resort Hotel,82,7,1,A,140
Resort Hotel,82,7,2,F,232
Resort Hotel,82,7,1,D,182
Resort Hotel,81,14,2,A,114.41
Resort Hotel,81,14,2,A,113.31
Resort Hotel,82,7,2,D,189.5
Resort Hotel,83,5,2,E,174
Resort Hotel,83,5,2,E,144.5
Resort Hotel,83,6,2,D,194
Resort Hotel,82,7,2,E,121.7
Resort Hotel,83,3,2,F,219
Resort Hotel,83,6,3,A,105.47
Resort Hotel,83,4,2,D,220.5
Resort Hotel,83,5,2,A,135
Resort Hotel,83,4,3,A,162.15
Resort Hotel,82,7,3,E,161.6
Resort Hotel,81,14,2,D,129.5
Resort Hotel,83,5,2,D,175.24
Resort Hotel,82,8,2,E,128.18
Resort Hotel,83,5,2,A,136.6
Resort Hotel,83,4,2,D,213.75
Resort Hotel,83,1,2,D,221
Resort Hotel,83,2,2,D,194
Resort Hotel,83,1,2,D,194
Resort Hotel,84,4,2,F,237.75
Resort Hotel,82,8,2,A,116.9
Resort Hotel,83,1,2,A,121
Resort Hotel,83,7,2,A,92.1
Resort Hotel,83,1,2,A,179
Resort Hotel,83,2,2,D,214
Resort Hotel,83,7,2,A,90.1
Resort Hotel,83,3,2,A,193.67
Resort Hotel,83,7,2,A,209
Resort Hotel,83,7,2,A,118.1
Resort Hotel,83,6,2,D,181.5
Resort Hotel,83,3,2,C,186.83
Resort Hotel,83,1,2,A,169
Resort Hotel,82,8,3,A,215
Resort Hotel,82,8,3,A,227
Resort Hotel,134,7,3,A,274
Resort Hotel,83,3,2,D,301
Resort Hotel,83,5,2,A,162
Resort Hotel,83,2,2,A,191
Resort Hotel,83,7,3,H,210
Resort Hotel,83,1,1,A,179
Resort Hotel,83,4,2,D,208.5
Resort Hotel,83,1,2,D,191.1
Resort Hotel,83,2,2,A,155.2
Resort Hotel,83,3,2,D,216
Resort Hotel,83,3,2,A,199
Resort Hotel,83,1,2,A,179
Resort Hotel,83,2,2,A,202
Resort Hotel,83,1,2,A,221
Resort Hotel,83,6,2,D,127.2
Resort Hotel,83,1,2,A,201
Resort Hotel,83,2,1,E,229
Resort Hotel,83,2,1,A,184
Resort Hotel,83,1,2,A,191
Resort Hotel,83,1,2,A,191
Resort Hotel,83,3,1,E,251
Resort Hotel,83,2,2,F,221.1
Resort Hotel,83,1,2,D,199
Resort Hotel,82,9,3,D,218.11
Resort Hotel,83,3,2,G,260.33
Resort Hotel,137,2,2,A,248
Resort Hotel,137,1,2,A,176
Resort Hotel,83,4,2,A,152
Resort Hotel,83,1,2,E,241
Resort Hotel,83,1,2,A,179
Resort Hotel,83,4,2,A,151.76
Resort Hotel,83,6,2,A,196
Resort Hotel,83,3,2,E,226.33
Resort Hotel,83,6,2,A,180
Resort Hotel,83,7,2,D,209.71
Resort Hotel,83,5,2,E,186.1
Resort Hotel,83,3,2,D,192.67
Resort Hotel,83,3,2,D,192.67
Resort Hotel,83,3,2,D,192.67
Resort Hotel,83,3,1,D,194
Resort Hotel,83,7,2,E,209
Resort Hotel,83,5,2,A,195
Resort Hotel,83,3,2,D,193.33
Resort Hotel,83,3,2,D,192.67
Resort Hotel,83,3,2,D,192.67
Resort Hotel,84,1,2,A,191
Resort Hotel,83,5,2,A,207
Resort Hotel,83,3,2,A,165.04
Resort Hotel,84,2,2,D,189.42
Resort Hotel,83,2,2,G,281
Resort Hotel,83,5,2,E,212.5
Resort Hotel,83,6,2,A,237.67
Resort Hotel,82,10,2,D,115.76
Resort Hotel,83,2,2,C,207.05
Resort Hotel,83,8,2,A,124.2
Resort Hotel,83,2,2,A,192
Resort Hotel,83,7,2,A,90.1
Resort Hotel,83,2,2,A,179
Resort Hotel,83,7,2,G,302.86
Resort Hotel,83,4,2,F,288.1
Resort Hotel,83,4,2,D,236
Resort Hotel,83,5,1,A,180
Resort Hotel,83,2,2,A,219
Resort Hotel,83,7,2,D,217.43
Resort Hotel,83,7,2,D,115.2
Resort Hotel,83,2,2,A,231
Resort Hotel,83,7,3,D,196.52
Resort Hotel,84,3,2,C,257
Resort Hotel,84,1,2,G,307
Resort Hotel,84,1,2,G,231
Resort Hotel,83,4,2,A,215.1
Resort Hotel,83,7,3,D,155.52
Resort Hotel,84,1,2,A,201
Resort Hotel,83,3,1,A,182
Resort Hotel,83,6,2,A,140
Resort Hotel,83,4,2,G,264
Resort Hotel,83,7,2,A,114.2
Resort Hotel,83,6,3,A,233
Resort Hotel,83,5,2,D,129.2
Resort Hotel,84,1,2,A,102.49
Resort Hotel,83,8,2,A,144
Resort Hotel,84,2,1,F,221.5
Resort Hotel,82,14,2,A,102.66
Resort Hotel,134,14,2,A,126.66
Resort Hotel,82,10,2,A,128
Resort Hotel,83,7,2,D,132.36
Resort Hotel,82,12,2,D,165
Resort Hotel,82,12,2,A,145
Resort Hotel,83,3,2,A,182.33
Resort Hotel,83,8,2,A,153
Resort Hotel,83,8,3,A,179
Resort Hotel,83,8,2,A,144
Resort Hotel,120,5,1,A,85
Resort Hotel,83,7,2,E,193.8
Resort Hotel,83,7,2,E,181.8
Resort Hotel,84,1,2,F,141
Resort Hotel,82,10,2,A,126
Resort Hotel,83,8,2,A,144
Resort Hotel,120,8,2,A,90
Resort Hotel,84,1,3,H,274
Resort Hotel,84,1,2,C,282
Resort Hotel,83,4,2,A,229
Resort Hotel,83,7,2,C,164
Resort Hotel,83,7,2,A,100.8
Resort Hotel,83,4,2,D,240.5
Resort Hotel,83,7,1,E,178.46
Resort Hotel,83,7,2,E,115.05
Resort Hotel,83,7,2,E,113.05
Resort Hotel,84,3,2,D,209
Resort Hotel,84,3,2,D,221
Resort Hotel,83,4,2,D,215.5
Resort Hotel,84,1,2,A,209
Resort Hotel,83,7,2,A,187.57
Resort Hotel,83,10,2,A,102.6
Resort Hotel,83,7,2,A,102.51
Resort Hotel,83,9,2,E,121.7
Resort Hotel,83,9,2,D,128
Resort Hotel,83,7,2,A,128
Resort Hotel,83,6,2,C,173.05
Resort Hotel,83,7,2,D,200.29
Resort Hotel,82,11,2,A,126
Resort Hotel,84,1,2,D,241
Resort Hotel,84,1,2,D,241
Resort Hotel,83,6,2,A,203
Resort Hotel,83,10,2,E,171.5
Resort Hotel,83,10,2,D,120.38
Resort Hotel,82,14,2,A,108
Resort Hotel,83,7,2,D,125
Resort Hotel,83,7,2,A,90.1
Resort Hotel,84,1,2,D,189
Resort Hotel,84,1,2,E,151
Resort Hotel,84,4,2,A,103.5
Resort Hotel,83,6,3,H,265.83
Resort Hotel,84,4,2,A,105.5
Resort Hotel,84,4,2,A,111.8
Resort Hotel,83,10,2,D,117.2
Resort Hotel,83,10,2,A,100.8
Resort Hotel,83,5,2,A,187.4
Resort Hotel,83,5,2,F,175.56
Resort Hotel,84,3,2,D,211
Resort Hotel,84,2,2,A,251
Resort Hotel,84,4,2,A,102.8
Resort Hotel,84,1,2,A,201
Resort Hotel,84,4,2,A,102.8
Resort Hotel,84,4,2,A,100.8
Resort Hotel,84,4,2,A,105.5
Resort Hotel,84,4,2,A,100.8
Resort Hotel,84,4,2,A,100.8
Resort Hotel,84,4,2,A,95.4
Resort Hotel,84,4,2,A,95.4
Resort Hotel,84,1,2,E,149
Resort Hotel,84,3,2,A,251
Resort Hotel,84,1,2,E,199
Resort Hotel,84,2,2,A,219
Resort Hotel,83,5,2,D,185.25
Resort Hotel,84,1,4,C,205
Resort Hotel,84,5,2,F,168.98
Resort Hotel,83,10,3,A,151.64
Resort Hotel,83,7,2,D,216.57
Resort Hotel,84,3,2,A,199
Resort Hotel,84,4,2,E,140
Resort Hotel,84,5,2,D,195.26
Resort Hotel,84,5,2,D,117.19
Resort Hotel,84,4,2,C,210
Resort Hotel,84,4,2,D,241
Resort Hotel,84,3,2,F,192.66
Resort Hotel,84,3,2,F,192.66
Resort Hotel,84,5,2,E,150.35
Resort Hotel,84,3,2,A,165.23
Resort Hotel,84,5,2,A,138.8
Resort Hotel,84,2,2,A,201
Resort Hotel,84,5,2,D,171.5
Resort Hotel,84,4,2,D,115.2
Resort Hotel,84,4,2,D,117.2
Resort Hotel,84,5,2,F,216.98
Resort Hotel,83,7,3,E,191.55
Resort Hotel,84,4,2,D,115.2
Resort Hotel,84,3,2,A,191
Resort Hotel,84,2,2,A,211
Resort Hotel,84,1,2,D,199
Resort Hotel,84,4,2,D,221
Resort Hotel,83,8,2,E,221.38
Resort Hotel,83,7,2,A,150.8
Resort Hotel,83,7,2,A,150
Resort Hotel,84,5,3,A,263
Resort Hotel,83,7,2,A,194.25
Resort Hotel,84,5,2,A,138.6
Resort Hotel,84,5,2,A,187.8
Resort Hotel,84,5,2,A,138.6
Resort Hotel,83,7,3,D,340.71
Resort Hotel,84,2,2,A,223
Resort Hotel,83,10,2,D,115.2
Resort Hotel,83,7,2,A,173.79
Resort Hotel,84,2,2,D,176.53
Resort Hotel,84,5,2,A,172
Resort Hotel,83,7,2,H,224.5
Resort Hotel,84,2,2,C,210.51
Resort Hotel,84,4,2,A,221
Resort Hotel,84,6,2,A,139.5
Resort Hotel,84,6,2,A,166.5
Resort Hotel,83,7,2,G,240.57
Resort Hotel,84,6,2,D,229.5
Resort Hotel,84,1,1,D,172
Resort Hotel,84,6,2,E,194
Resort Hotel,84,4,2,A,189
Resort Hotel,84,4,2,A,189
Resort Hotel,84,6,2,E,194
Resort Hotel,84,1,2,G,199
Resort Hotel,84,4,1,A,203.59
Resort Hotel,84,1,2,D,167.54
Resort Hotel,82,15,2,D,160.53
Resort Hotel,83,7,2,E,143.1
Resort Hotel,83,7,3,D,186.26
Resort Hotel,84,2,2,A,157.53
Resort Hotel,83,7,3,D,184.55
Resort Hotel,84,7,2,C,201
Resort Hotel,84,6,2,A,90.1
Resort Hotel,84,3,3,H,283
Resort Hotel,85,2,3,G,252
Resort Hotel,84,7,3,E,283.2
Resort Hotel,84,7,2,D,156.6
Resort Hotel,84,4,2,D,273.5
Resort Hotel,83,8,2,D,146.94
Resort Hotel,136,7,2,D,179.4
Resort Hotel,84,2,2,F,196.42
Resort Hotel,84,6,2,D,253
Resort Hotel,84,5,2,G,263
Resort Hotel,84,4,2,A,226
Resort Hotel,84,5,3,G,336.5
Resort Hotel,84,6,2,G,259
Resort Hotel,84,5,2,A,219
Resort Hotel,84,7,2,D,253
Resort Hotel,84,2,2,A,251
Resort Hotel,84,6,2,A,251.83
Resort Hotel,84,5,2,A,174
Resort Hotel,84,5,2,A,162
Resort Hotel,84,2,2,D,246
Resort Hotel,84,2,2,A,219
Resort Hotel,84,7,2,G,318.71
Resort Hotel,84,3,2,D,221
Resort Hotel,85,1,2,A,167
Resort Hotel,84,1,2,A,189
Resort Hotel,83,14,3,C,234.17
Resort Hotel,84,3,3,A,195.58
Resort Hotel,84,3,3,A,195.58
Resort Hotel,84,3,2,A,232.33
Resort Hotel,84,3,2,A,168.63
Resort Hotel,84,3,2,A,168.63
Resort Hotel,84,3,2,A,268.33
Resort Hotel,84,1,2,A,231
Resort Hotel,84,2,3,H,352
Resort Hotel,84,7,2,A,127.71
