creditlimit,sex,education,marriage,age,default
80000,female,university,married,42,0
480000,male,university,married,39,0
200000,female,graduate school,single,39,0
180000,female,graduate school,single,35,0
190000,male,high school,married,37,0
10000,male,graduate school,single,24,0
80000,female,graduate school,married,45,0
10000,female,high school,married,56,0
70000,male,university,married,48,0
250000,female,university,married,32,0
140000,female,high school,married,28,0
20000,male,university,married,47,0
500000,female,university,married,42,0
210000,male,high school,single,66,0
230000,female,other,married,29,0
470000,male,graduate school,married,57,0
200000,male,graduate school,married,59,0
470000,male,graduate school,single,35,0
310000,male,graduate school,single,32,0
210000,female,graduate school,single,28,0
80000,female,university,single,27,0
20000,male,high school,single,38,0
390000,male,high school,married,39,0
10000,male,graduate school,single,29,0
210000,female,university,married,36,0
100000,male,graduate school,married,55,0
210000,male,graduate school,single,36,0
50000,male,university,single,37,0
80000,male,high school,single,27,0
340000,male,university,married,35,0
120000,male,high school,married,38,0
30000,female,university,single,22,0
260000,female,graduate school,single,35,0
50000,male,university,married,64,0
130000,female,university,married,28,0
270000,female,university,married,30,0
50000,male,high school,single,30,0
20000,male,university,married,34,0
140000,female,university,married,34,0
100000,female,university,married,35,0
80000,male,university,married,35,0
240000,male,university,single,26,0
230000,female,university,married,36,0
280000,female,university,married,34,0
110000,male,university,married,44,0
180000,female,university,married,26,0
100000,male,high school,married,51,0
80000,male,university,married,37,0
150000,female,university,married,31,0
230000,female,university,married,28,0
500000,female,graduate school,single,27,0
300000,male,university,single,30,0
100000,female,university,married,28,0
390000,male,graduate school,single,31,0
180000,female,other,married,35,0
80000,female,university,single,26,0
10000,female,university,married,25,0
80000,female,university,single,42,0
30000,male,graduate school,single,36,0
20000,female,university,single,23,0
50000,male,university,single,32,0
140000,female,university,married,26,0
50000,female,university,single,23,0
50000,female,university,married,44,0
50000,female,university,single,23,0
50000,female,university,married,32,0
50000,female,graduate school,other,48,0
20000,female,graduate school,other,22,0
110000,male,university,married,30,0
140000,female,graduate school,single,27,0
300000,female,graduate school,single,31,0
50000,female,university,single,29,0
180000,female,other,married,39,0
290000,female,university,married,39,0
30000,male,university,married,41,0
20000,female,university,married,47,0
90000,male,graduate school,single,29,0
80000,male,graduate school,single,31,0
30000,male,university,single,47,0
480000,male,graduate school,married,44,0
150000,female,graduate school,married,37,0
130000,male,graduate school,single,28,0
80000,male,university,single,32,0
130000,female,university,single,27,0
40000,male,graduate school,single,26,0
80000,male,high school,married,27,0
30000,male,high school,married,57,0
70000,female,university,single,22,0
20000,female,university,single,22,0
340000,female,university,married,30,0
80000,male,university,single,53,0
230000,male,university,single,34,0
10000,male,university,single,24,0
230000,male,graduate school,married,39,0
70000,male,graduate school,single,29,0
20000,female,university,single,25,0
30000,male,graduate school,single,32,0
400000,female,graduate school,single,39,0
120000,female,graduate school,single,24,0
20000,female,university,single,22,0
20000,female,university,single,32,0
20000,female,university,single,44,0
10000,female,university,single,22,0
30000,male,university,single,25,0
20000,male,university,single,26,0
100000,female,high school,single,46,0
220000,male,graduate school,single,35,0
80000,female,graduate school,single,40,0
80000,female,high school,single,46,0
60000,female,university,married,42,0
50000,male,university,single,32,0
50000,male,university,married,48,0
220000,male,graduate school,married,42,0
20000,male,high school,single,22,0
50000,male,graduate school,married,35,0
100000,female,university,married,35,0
60000,male,university,single,28,0
70000,male,high school,single,53,0
20000,female,graduate school,single,22,0
240000,female,graduate school,married,54,0
380000,male,graduate school,single,31,0
50000,male,university,single,24,0
50000,female,university,single,33,0
430000,female,graduate school,single,33,0
60000,female,graduate school,single,26,0
30000,female,university,single,25,0
170000,male,high school,married,48,0
70000,female,graduate school,single,29,0
90000,female,university,single,24,0
180000,female,graduate school,single,24,0
50000,female,university,single,28,0
50000,male,graduate school,single,44,0
170000,female,university,married,39,0
380000,male,graduate school,married,48,0
30000,female,university,single,23,0
390000,female,graduate school,single,43,0
50000,female,university,single,23,0
90000,male,university,single,52,0
300000,female,other,single,32,0
50000,male,university,single,24,0
70000,male,university,single,41,0
300000,male,high school,single,43,0
140000,female,high school,married,50,0
80000,female,high school,married,45,0
50000,female,graduate school,single,29,0
100000,male,university,single,27,0
30000,female,university,single,22,0
30000,female,other,married,49,0
70000,female,university,single,25,0
50000,female,university,married,24,0
130000,male,high school,married,48,0
50000,male,university,married,33,0
50000,male,university,single,30,0
380000,female,graduate school,married,33,0
50000,male,university,single,24,0
80000,male,university,married,26,0
140000,male,university,single,43,0
360000,female,university,married,32,0
260000,male,graduate school,married,37,0
20000,female,high school,married,42,0
220000,female,university,married,35,0
20000,male,graduate school,single,25,0
20000,male,university,single,24,0
240000,female,high school,single,40,0
50000,female,university,married,29,0
100000,male,university,married,40,0
120000,female,graduate school,single,34,0
230000,female,graduate school,married,27,0
20000,male,university,married,32,0
50000,male,university,single,27,0
